FireYear,Plot,SiteType,Day,Month,Round,Transect,PlantCommonName,PlantLatinName,FlowerCount,PlantCount,OutsideTransectCount
2009,S1,Fire,21,7,2,West,Subalpine daisy,Erigeron peregrinus,3,3,4
2009,S1,Fire,21,7,2,West,Bracted lousewort,Pedicularis bracteosa,18,2,4
2009,S1,Fire,21,7,2,West,arctic lupin,Lupinus arcticus ,4,1,4
2009,S1,Fire,21,7,2,West,Sitka valerian,Valeriana sitchensis,154,17,4
2009,S1,Fire,21,7,2,West,one sided pyrola ,Orthilia secunda,31,4,4
2009,S1,Fire,21,7,2,West,arnica,Arnica sp.,4,4,4
2009,S1,Fire,21,7,2,West,Club seed epilobium,Epilobium clavatum,1,1,4
2009,S1,Fire,21,7,2,West,Norwegian mugwort ,Artemisia norvegica,15,1,4
2009,S1,Fire,21,7,2,South,Purple violet,Viola adunca,1,1,4
2009,S1,Fire,21,7,2,South,Subalpine daisy,Erigeron peregrinus,64,32,4
2009,S1,Fire,21,7,2,South,Red Columbine,Aquilegia formosa,3,3,4
2009,S1,Fire,21,7,2,South,Yarrow,Achillea millefolium,200,15,4
2009,S1,Fire,21,7,2,South,arctic lupin,Lupinus arcticus ,27,5,4
2009,S1,Fire,21,7,2,South,Bunchberry,Cornus canadensis,24,24,4
2009,S1,Fire,21,7,2,South,Twinflower,Linnea borealis,30,4,4
2009,S1,Fire,21,7,2,South,sitka burnet,Sanguisorba sitchensis,12,12,4
2009,S1,Fire,21,7,2,South,Arnica,Arnica sp.,78,67,4
2009,S1,Fire,21,7,2,South,Norwegian mugwort ,Artemisia norvegica,263,16,4
2009,S1,Fire,21,7,2,South,Bracted lousewort,Pedicularis bracteosa,206,22,4
2009,S1,Fire,21,7,2,South,Sitka valerian,Valeriana sitchensis,640,47,4
2009,S1,Fire,21,7,2,East,Sitka valerian,Valeriana sitchensis,190,10,4
2009,S1,Fire,21,7,2,East,one flowered wintergreen,Moneses uniflora,38,38,4
2009,S1,Fire,21,7,2,East,Subalpine daisy,Erigeron peregrinus,4,2,4
2009,S1,Fire,21,7,2,East,Arnica,Arnica sp.,15,12,4
2009,S1,Fire,21,7,2,East,Yarrow,Achillea millefolium,18,3,4
2009,S1,Fire,21,7,2,East,Diverse leaf cinquefoil,Potentilla diversifolia,1,1,4
2009,S1,Fire,21,7,2,East,Club seed epilobium,Epilobium clavatum,1,1,4
2009,S1,Fire,21,7,2,East,arctic lupin,Lupinus arcticus ,8,1,4
2009,S1,Fire,21,7,2,East,Twinflower,Linnea borealis,25,18,4
2009,S1,Fire,21,7,2,East,Bracted lousewort,Pedicularis bracteosa,47,8,4
2009,S1,Fire,21,7,2,East,Red Columbine,Aquilegia formosa,2,2,4
2009,S1,Fire,21,7,2,East,Leafy lousewort,Pedicularis racemosa,114,26,4
2009,S3,Fire,21,7,2,North,Northern Golden-rod,Solidago multiradiata,123,15,3
2009,S3,Fire,21,7,2,North,white hawkweed,Hieracium albiflorum,274,84,3
2009,S3,Fire,21,7,2,North,Fleabane,Erigeron nivalis,19,13,3
2009,S3,Fire,21,7,2,North,Arnica,Arnica sp.,5,5,3
2009,S3,Fire,21,7,2,North,Orange hawkweed,Agoseris aurantica,2,2,3
2009,S3,Fire,21,7,2,North,Pale agoseris,Agoseris glauca ,16,16,3
2009,S3,Fire,21,7,2,North,Yarrow,Achillea millefolium,215,12,3
2009,S3,Fire,21,7,2,North,Subalpine daisy,Erigeron peregrinus,41,32,3
2009,S3,Fire,21,7,2,East,pink wintergreen,Pyrola asarifolia,142,23,3
2009,S3,Fire,21,7,2,East,Bracted lousewort,Pedicularis bracteosa,36,4,3
2009,S3,Fire,21,7,2,East,Fireweed,Chamaenerion angustifolium,8,2,3
2009,S3,Fire,21,7,2,East,Subalpine daisy,Erigeron peregrinus,7,2,3
2009,S3,Fire,21,7,2,East,Sitka burnet,Sanguisorba sitchensis,13,13,3
2009,S3,Fire,21,7,2,East,arctic lupin,Lupinus arcticus ,18,5,3
2009,S3,Fire,21,7,2,East,False Hellebore,Veratrum viride,604,4,3
2009,S3,Fire,21,7,2,East,Sitka valerian,Valeriana sitchensis,1145,101,3
2009,S3,Fire,21,7,2,South,arctic lupin,Lupinus arcticus ,29,9,3
2009,S3,Fire,21,7,2,South,Fleabane,Erigeron nivalis,6,4,3
2009,S3,Fire,21,7,2,South,Red Columbine,Aquilegia formosa,4,3,3
2009,S3,Fire,21,7,2,South,Orange hawkweed,Agoseris aurantica,7,7,3
2009,S3,Fire,21,7,2,South,Slender hawkweed,Hieracium gracile,2,2,3
2009,S3,Fire,21,7,2,South,Yarrow,Achillea millefolium,296,15,3
2009,S3,Fire,21,7,2,South,white hawkweed,Hieracium albiflorum,15,5,3
2009,S3,Fire,21,7,2,South,Arnica,Arnica sp.,8,8,3
2009,S3,Fire,21,7,2,South,Subalpine daisy,Erigeron peregrinus,6,3,3
2009,S3,Fire,21,7,2,West,Arnica,Arnica sp.,3,2,3
2009,S3,Fire,21,7,2,West,Subalpine daisy,Erigeron peregrinus,13,11,3
2009,S3,Fire,21,7,2,West,Orange hawkweed,Agoseris aurantica,8,8,3
2009,S3,Fire,21,7,2,West,white hawkweed,Hieracium albiflorum,124,16,3
2009,S3,Fire,21,7,2,West,Fleabane,Erigeron nivalis,11,3,3
2009,S3,Fire,21,7,2,West,Yarrow,Achillea millefolium,1195,39,3
2009,S3,Fire,21,7,2,West,Sitka valerian,Valeriana sitchensis,120,7,3
2009,S3,Fire,21,7,2,West,Bracted lousewort,Pedicularis bracteosa,1,1,3
2009,S3,Fire,21,7,2,West,Pale agoseris,Agoseris glauca ,47,47,3
2009,S3,Fire,21,7,2,West,arctic lupin,Lupinus arcticus ,53,9,3
2010,S1,Fire,22,7,2,East,Arrowleaf Senecio,Senecio triangularis,69,15,0
2010,S1,Fire,22,7,2,East,Fireweed,Chamaenerion angustifolium,66,17,0
2010,S1,Fire,22,7,2,East,Subalpine daisy,Erigeron peregrinus,8,7,0
2010,S1,Fire,22,7,2,East,Yarrow,Achillea millefolium,53,1,0
2010,S1,Fire,22,7,2,East,white hawkweed,Hieracium albiflorum,25,6,0
2010,S1,Fire,22,7,2,East,arnica,Arnica sp.,10,6,0
2010,S1,Fire,22,7,2,North,False Hellebore,Veratrum viride,490,3,0
2010,S1,Fire,22,7,2,North,arctic lupin,Lupinus arcticus ,42,6,0
2010,S1,Fire,22,7,2,North,white hawkweed,Hieracium albiflorum,17,3,0
2010,S1,Fire,22,7,2,North,Arrowleaf Senecio,Senecio triangularis,9,3,0
2010,S1,Fire,22,7,2,North,Subalpine daisy,Erigeron peregrinus,42,42,0
2010,S1,Fire,22,7,2,North,Fireweed,Chamaenerion angustifolium,27,3,0
2010,S1,Fire,22,7,2,North,arnica,Arnica sp.,35,23,0
2010,S1,Fire,22,7,2,North,sitka burnet,Sanguisorba sitchensis,55,52,0
2010,S1,Fire,22,7,2,North,one sided pyrola ,Orthilia secunda,14,11,0
2010,S1,Fire,22,7,2,North,Sitka valerian,Valeriana sitchensis,134,9,0
2010,S1,Fire,22,7,2,North,Yarrow,Achillea millefolium,391,22,0
2010,S1,Fire,22,7,2,West,Sitka valerian,Valeriana sitchensis,81,5,0
2010,S1,Fire,22,7,2,West,Bracted lousewort,Pedicularis bracteosa,41,6,0
2010,S1,Fire,22,7,2,West,Arrowleaf Senecio,Senecio triangularis,5,3,0
2010,S1,Fire,22,7,2,West,Grass of Parnassus,Parnassia fimbrata,22,6,0
2010,S1,Fire,22,7,2,West,Fireweed,Chamaenerion angustifolium,1,1,0
2010,S1,Fire,22,7,2,West,Subalpine daisy,Erigeron peregrinus,104,93,0
2010,S1,Fire,22,7,2,West,White rein orchid,Platanthera dilatata,16,1,0
2010,S1,Fire,22,7,2,West,Yarrow,Achillea millefolium,99,8,0
2010,S1,Fire,22,7,2,West,white hawkweed,Hieracium albiflorum,1,1,0
2010,S1,Fire,22,7,2,West,arnica,Arnica sp.,35,21,0
2010,S1,Fire,22,7,2,West,sitka burnet,Sanguisorba sitchensis,1,1,0
2010,S1,Fire,22,7,2,West,arctic lupin,Lupinus arcticus ,18,6,0
2010,S1,Fire,22,7,2,South,white hawkweed,Hieracium albiflorum,5,1,0
2010,S1,Fire,22,7,2,South,Subalpine daisy,Erigeron peregrinus,22,22,0
2010,S1,Fire,22,7,2,South,sitka burnet,Sanguisorba sitchensis,21,21,0
2010,S1,Fire,22,7,2,South,Pale agoseris,Agoseris glauca ,1,1,0
2010,S1,Fire,22,7,2,South,Yarrow,Achillea millefolium,22,2,0
2010,S1,Fire,22,7,2,South,Pink pyrola,Pyrola asarifolia,8,1,0
2010,S1,Fire,22,7,2,South,Fireweed,Chamaenerion angustifolium,5,2,0
2010,S1,Fire,22,7,2,South,Arrowleaf Senecio,Senecio triangularis,4,2,0
2010,S1,Fire,22,7,2,South,arnica,Arnica sp.,97,50,0
2010,S1,Fire,22,7,2,South,Sitka valerian,Valeriana sitchensis,90,15,0
2010,F1,Forest,22,7,2,West,arctic lupin,Lupinus arcticus ,54,11,1
2010,F1,Forest,22,7,2,North,Small flowered penstemon,Penstemon procerus,31,2,1
2010,F1,Forest,22,7,2,North,Yarrow,Achillea millefolium,8,1,1
2010,F1,Forest,22,7,2,North,Arnica,Arnica sp.,2,2,1
2010,F1,Forest,22,7,2,North,Racemose pussytoes,Antennaria racemosa,161,39,1
2010,F1,Forest,22,7,2,East,pink mountain heather,Phyllodoce empetriformis,2,2,1
2010,F1,Forest,22,7,2,East,Arnica,Arnica sp.,1,1,1
2010,F1,Forest,22,7,2,East,Bracted lousewort,Pedicularis bracteosa,69,7,1
2010,F1,Forest,22,7,2,East,White flowered Rhododendron,Rhododendron albiflorum,17,1,1
2010,F1,Forest,22,7,2,South,pink mountain heather,Phyllodoce empetriformis,4,2,1
2010,F1,Forest,22,7,2,South,arctic lupin,Lupinus arcticus ,61,11,1
2010,F1,Forest,22,7,2,South,Subalpine daisy,Erigeron peregrinus,3,2,1
2010,S2,Fire,22,7,2,South,white hawkweed,Hieracium albiflorum,73,10,0
2010,S2,Fire,22,7,2,South,Arrowleaf Senecio,Senecio triangularis,4,2,0
2010,S2,Fire,22,7,2,South,Fireweed,Chamaenerion angustifolium,13,6,0
2010,S2,Fire,22,7,2,South,Subalpine daisy,Erigeron peregrinus,13,13,0
2010,S2,Fire,22,7,2,South,Pale agoseris,Agoseris glauca ,6,6,0
2010,S2,Fire,22,7,2,South,Arnica,Arnica sp.,35,29,0
2010,S2,Fire,22,7,2,South,Bunchberry,Cornus canadensis,1,1,0
2010,S2,Fire,22,7,2,South,Fleabane,Erigeron nivalis,70,8,0
2010,S2,Fire,22,7,2,South,Sitka burnet,Sanguisorba sitchensis,31,30,0
2010,S2,Fire,22,7,2,South,arctic lupin,Lupinus arcticus ,19,5,0
2010,S2,Fire,22,7,2,South,Yarrow,Achillea millefolium,1595,73,0
2010,S2,Fire,22,7,2,East,Yarrow,Achillea millefolium,3987,151,0
2010,S2,Fire,22,7,2,East,Arnica,Arnica sp.,13,13,0
2010,S2,Fire,22,7,2,East,Pale agoseris,Agoseris glauca ,1,1,0
2010,S2,Fire,22,7,2,East,Subalpine daisy,Erigeron peregrinus,44,44,0
2010,S2,Fire,22,7,2,East,Fleabane,Erigeron nivalis,13,3,0
2010,S2,Fire,22,7,2,East,Pearly Everlasting,Anaphilis margaritacea,49,13,0
2010,S2,Fire,22,7,2,East,white hawkweed,Hieracium albiflorum,40,12,0
2010,S2,Fire,22,7,2,East,Fireweed,Chamaenerion angustifolium,3,1,0
2010,S2,Fire,22,7,2,East,Sitka burnet,Sanguisorba sitchensis,115,109,0
2010,S2,Fire,22,7,2,East,Arrowleaf Senecio,Senecio triangularis,3,2,0
2010,S2,Fire,22,7,2,East,Bracted lousewort,Pedicularis bracteosa,3,2,0
2010,S2,Fire,22,7,2,East,Sitka valerian,Valeriana sitchensis,12,2,0
2010,S2,Fire,22,7,2,East,Red Columbine,Aquilegia formosa,1,1,0
2010,S2,Fire,22,7,2,North,Bunchberry,Cornus canadensis,3,3,0
2010,S2,Fire,22,7,2,North,white hawkweed,Hieracium albiflorum,5,1,0
2010,S2,Fire,22,7,2,North,Fireweed,Chamaenerion angustifolium,90,21,0
2010,S2,Fire,22,7,2,North,Arrowleaf Senecio,Senecio triangularis,2,2,0
2010,S2,Fire,22,7,2,North,Alpine American Speedwell,Veronica wormskjoldii,2,1,0
2010,S2,Fire,22,7,2,North,Norwegian mugwort ,Artemisia norvegica,23,4,0
2010,S2,Fire,22,7,2,North,Subalpine daisy,Erigeron peregrinus,9,7,0
2010,S2,Fire,22,7,2,North,Yarrow,Achillea millefolium,88,5,0
2010,S2,Fire,22,7,2,North,Pale agoseris,Agoseris glauca ,7,2,0
2010,S2,Fire,22,7,2,North,Pearly Everlasting,Anaphilis margaritacea,2,2,0
2010,S2,Fire,22,7,2,North,Arnica,Arnica sp.,24,19,0
2010,S2,Fire,22,7,2,North,Fleabane,Erigeron nivalis,6,1,0
2010,S2,Fire,22,7,2,North,sitka burnet,Sanguisorba sitchensis,13,10,0
2010,S2,Fire,22,7,2,North,arctic lupin,Lupinus arcticus ,7,2,0
2010,S2,Fire,22,7,2,West,Arnica,Arnica sp.,14,11,0
2010,S2,Fire,22,7,2,West,white hawkweed,Hieracium albiflorum,12,12,0
2010,S2,Fire,22,7,2,West,arctic lupin,Lupinus arcticus ,13,2,0
2010,S2,Fire,22,7,2,West,Pale agoseris,Agoseris glauca ,14,14,0
2010,S2,Fire,22,7,2,West,Fireweed,Chamaenerion angustifolium,6,2,0
2010,S2,Fire,22,7,2,West,Fleabane,Erigeron nivalis,13,3,0
2010,S2,Fire,22,7,2,West,Bunchberry,Cornus canadensis,95,95,0
2017,F1,Forest,3,8,2,East,one flowered wintergreen,Moneses uniflora,1,1,0
2017,F1,Forest,3,8,2,North,NA,NA,0,0,0
2017,F1,Forest,3,8,2,West,NA,NA,0,0,0
2017,F1,Forest,3,8,2,South,Pinedrops ,Pterospora andromeda,24,1,0
2017,F2,Forest,3,8,2,East,NA,NA,0,0,0
2017,F2,Forest,3,8,2,West,NA,NA,0,0,0
2017,F2,Forest,3,8,2,South,NA,NA,0,0,0
2017,F2,Forest,3,8,2,North,NA,NA,0,0,0
2017,S1,Fire,3,8,2,South,Fireweed,Chamaenerion angustifolium,123,32,1
2017,S1,Fire,3,8,2,South,Douglas Aster,Aster subspicatus,755,124,1
2017,S1,Fire,3,8,2,South,Yarrow,Achillea millefolium,354,2,1
2017,S1,Fire,3,8,2,South,Spreading dogbane,Apocynum androsaemifolium,73,4,1
2017,S1,Fire,3,8,2,South,Branched Yellow Hawkweed,Hieracium sp.,13,1,1
2017,S1,Fire,3,8,2,East,Douglas Aster,Aster subspicatus,1812,231,1
2017,S1,Fire,3,8,2,East,snowberry,Symphoricarpos albus,102,26,1
2017,S1,Fire,3,8,2,East,Fireweed,Chamaenerion angustifolium,44,8,1
2017,S1,Fire,3,8,2,West,Douglas Aster,Aster subspicatus,120,29,1
2017,S1,Fire,3,8,2,West,Fireweed,Chamaenerion angustifolium,211,42,1
2017,S1,Fire,3,8,2,West,Branched Yellow Hawkweed,Hieracium sp.,20,3,1
2017,S1,Fire,3,8,2,West,Yarrow,Achillea millefolium,153,4,1
2017,S1,Fire,3,8,2,West,Spreading dogbane,Apocynum androsaemifolium,82,2,1
2017,S1,Fire,3,8,2,West,Slender-fruited willowherb,Epilobium leptocarpum,13,1,1
2017,S1,Fire,3,8,2,North,Arabidopsis lyrata,Arabidopsis lyrata,42,11,1
2017,S1,Fire,3,8,2,North,Fireweed,Chamaenerion angustifolium,62,12,1
2017,S1,Fire,3,8,2,North,Yarrow,Achillea millefolium,107,1,1
2017,S1,Fire,3,8,2,North,snowberry,Symphoricarpos albus,8,3,1
2017,S1,Fire,3,8,2,North,Slender-fruited willowherb,Epilobium leptocarpum,23,5,1
2017,S1,Fire,3,8,2,North,Douglas Aster,Aster subspicatus,388,66,1
2017,S4,Fire,3,8,2,South,Fireweed,Chamaenerion angustifolium,15,2,3
2017,S4,Fire,3,8,2,South,Pearly Everlasting,Anaphilis margaritacea,7,1,3
2017,S4,Fire,3,8,2,South,Bicknell's geranium,Geranium bicknellii,1,1,3
2017,S4,Fire,3,8,2,North,white hawkweed,Hieracium albiflorum,31,3,3
2017,S4,Fire,3,8,2,North,Fireweed,Chamaenerion angustifolium,316,55,3
2017,S4,Fire,3,8,2,West,Fireweed,Chamaenerion angustifolium,49,13,3
2017,S4,Fire,3,8,2,West,arnica,Arnica sp.,2,2,3
2017,S4,Fire,3,8,2,West,Slender-fruited willowherb,Epilobium leptocarpum,8,2,3
2017,S4,Fire,3,8,2,West,Rock Harlequin,Capnoides sempervirens,5,2,3
2017,S4,Fire,3,8,2,West,white hawkweed,Hieracium albiflorum,27,5,3
2017,S4,Fire,3,8,2,East,white hawkweed,Hieracium albiflorum,2,1,3
2017,S4,Fire,3,8,2,East,Bicknell's geranium,Geranium bicknellii,8,1,3
2017,S4,Fire,3,8,2,East,Fireweed,Chamaenerion angustifolium,25,7,3
2017,S4,Fire,3,8,2,East,White spirea,Spiraea betulifolia,20,1,3
2017,S2,Fire,4,8,2,West,Pearly Everlasting,Anaphilis margaritacea,1,1,1
2017,S2,Fire,4,8,2,West,Fireweed,Chamaenerion angustifolium,6,2,1
2017,S2,Fire,4,8,2,West,Douglas Aster,Aster subspicatus,196,38,1
2017,S2,Fire,4,8,2,East,Douglas Aster,Aster subspicatus,85,22,1
2017,S2,Fire,4,8,2,East,Showy aster,Eurybia conspicua,2,2,1
2017,S2,Fire,4,8,2,East,Fireweed,Chamaenerion angustifolium,3,1,1
2017,S2,Fire,4,8,2,South,Fireweed,Chamaenerion angustifolium,22,5,1
2017,S2,Fire,4,8,2,South,white hawkweed,Hieracium albiflorum,24,2,1
2017,S2,Fire,4,8,2,North,Showy aster,Eurybia conspicua,321,58,1
2017,S2,Fire,4,8,2,North,Fireweed,Chamaenerion angustifolium,23,2,1
2017,S2,Fire,4,8,2,North,Douglas Aster,Aster subspicatus,181,21,1
2017,S3,Fire,4,8,2,East,Fireweed,Chamaenerion angustifolium,9,2,0
2017,S3,Fire,4,8,2,South,Spreading dogbane,Apocynum androsaemifolium,13,2,0
2017,S3,Fire,4,8,2,South,Slender-fruited willowherb,Epilobium leptocarpum,5,2,0
2017,S3,Fire,4,8,2,North,Fireweed,Chamaenerion angustifolium,82,18,0
2017,S3,Fire,4,8,2,North,Douglas Aster,Aster subspicatus,196,19,0
2017,S3,Fire,4,8,2,West,Fireweed,Chamaenerion angustifolium,8,3,0
2017,S3,Fire,4,8,2,West,Douglas Knotweed,Polygonum douglasii,23,3,0
2017,S3,Fire,4,8,2,West,Slender-fruited willowherb,Epilobium leptocarpum,120,44,0
2017,S3,Fire,4,8,2,West,Redstem ceanothus,Ceanothus sanguineus,10,1,0
2017,F3,Forest,4,8,2,South,NA,NA,0,0,2
2017,F3,Forest,4,8,2,East,paintbrush,Castilleja miniata,22,8,2
2017,F3,Forest,4,8,2,East,wooly hawkweed,Hieracium triste,5,3,2
2017,F3,Forest,4,8,2,East,white hawkweed,Hieracium albiflorum,2,1,2
2017,F3,Forest,4,8,2,North,wooly hawkweed,Hieracium triste,9,5,2
2017,F3,Forest,4,8,2,West,paintbrush,Castilleja miniata,32,7,2
2017,F4,Forest,4,8,2,West,Showy aster,Eurybia conspicua,1,1,2
2017,F4,Forest,4,8,2,West,white hawkweed,Hieracium albiflorum,5,4,2
2017,F4,Forest,4,8,2,West,wooly hawkweed,Hieracium triste,2,1,2
2017,F4,Forest,4,8,2,South,wooly hawkweed,Hieracium triste,2,2,2
2017,F4,Forest,4,8,2,South,white hawkweed,Hieracium albiflorum,9,6,2
2017,F4,Forest,4,8,2,South,Douglas Aster,Aster subspicatus,2,1,2
2017,F4,Forest,4,8,2,East,white hawkweed,Hieracium albiflorum,2,1,2
2017,F4,Forest,4,8,2,North,wooly hawkweed,Hieracium triste,6,5,2
2017,F4,Forest,4,8,2,North,snowberry,Symphoricarpos albus,9,6,2
2010,S3,Fire,9,8,2,West,Subalpine daisy,Erigeron peregrinus,8,5,3
2010,S3,Fire,9,8,2,West,arctic lupin,Lupinus arcticus ,13,4,4
2010,S3,Fire,9,8,2,West,Sitka burnet,Sanguisorba sitchensis,8,5,5
2010,S3,Fire,9,8,2,West,Yarrow,Achillea millefolium,117,5,6
2010,S3,Fire,9,8,2,West,Norwegian mugwort ,Artemisia norvegica,135,9,7
2010,S3,Fire,9,8,2,West,Pink pyrola,Pyrola asarifolia,10,2,8
2010,S3,Fire,9,8,2,West,Fireweed,Chamaenerion angustifolium,19,6,9
2010,S3,Fire,9,8,2,West,Arnica,Arnica sp.,62,22,10
2010,S3,Fire,9,8,2,North,Arnica,Arnica sp.,3,2,11
2010,S3,Fire,9,8,2,North,arctic lupin,Lupinus arcticus ,20,8,12
2010,S3,Fire,9,8,2,North,Pale agoseris,Agoseris glauca ,12,12,13
2010,S3,Fire,9,8,2,North,Fireweed,Chamaenerion angustifolium,1,1,14
2010,S3,Fire,9,8,2,North,Pearly Everlasting,Anaphilis margaritacea,10,4,15
2010,S3,Fire,9,8,2,North,Subalpine daisy,Erigeron peregrinus,1,1,16
2010,S3,Fire,9,8,2,North,Yarrow,Achillea millefolium,16,4,17
2010,S3,Fire,9,8,2,North,white hawkweed,Hieracium albiflorum,5,1,18
2010,S3,Fire,9,8,2,South,Subalpine daisy,Erigeron peregrinus,83,65,19
2010,S3,Fire,9,8,2,South,Yarrow,Achillea millefolium,94,8,20
2010,S3,Fire,9,8,2,South,Sitka burnet,Sanguisorba sitchensis,19,11,21
2010,S3,Fire,9,8,2,South,arnica,Arnica sp.,21,12,22
2010,S3,Fire,9,8,2,South,Bunchberry,Cornus canadensis,1,1,23
2010,S3,Fire,9,8,2,South,arctic lupin,Lupinus arcticus ,74,18,24
2010,S3,Fire,9,8,2,East,Yarrow,Achillea millefolium,124,14,25
2010,S3,Fire,9,8,2,East,arnica,Arnica sp.,5,4,26
2010,S3,Fire,9,8,2,East,Pale agoseris,Agoseris glauca ,2,2,27
2010,S3,Fire,9,8,2,East,Subalpine daisy,Erigeron peregrinus,16,9,28
2010,S3,Fire,9,8,2,East,white hawkweed,Hieracium albiflorum,14,4,29
2010,S3,Fire,9,8,2,East,Bunchberry,Cornus canadensis,1,1,30
2010,S4,Fire,9,8,2,West,white hawkweed,Hieracium albiflorum,179,29,4
2010,S4,Fire,9,8,2,West,Fireweed,Chamaenerion angustifolium,10,4,4
2010,S4,Fire,9,8,2,West,White-flowered rhododendron,Rhododendron albiflorum,2,1,4
2010,S4,Fire,9,8,2,West,Pearly Everlasting,Anaphilis margaritacea,9,2,4
2010,S4,Fire,9,8,2,West,Subalpine daisy,Erigeron peregrinus,2,1,4
2010,S4,Fire,9,8,2,West,Sitka burnet,Sanguisorba sitchensis,11,6,4
2010,S4,Fire,9,8,2,North,Pearly Everlasting,Anaphilis margaritacea,1180,90,4
2010,S4,Fire,9,8,2,North,white hawkweed,Hieracium albiflorum,150,38,4
2010,S4,Fire,9,8,2,North,Fireweed,Chamaenerion angustifolium,51,12,4
2010,S4,Fire,9,8,2,North,Yarrow,Achillea millefolium,175,6,4
2010,S4,Fire,9,8,2,North,Fleabane,Erigeron nivalis,28,5,4
2010,S4,Fire,9,8,2,East,Pearly Everlasting,Anaphilis margaritacea,76,6,4
2010,S4,Fire,9,8,2,East,arnica,Arnica sp.,11,8,4
2010,S4,Fire,9,8,2,East,Fireweed,Chamaenerion angustifolium,16,4,4
2010,S4,Fire,9,8,2,East,white hawkweed,Hieracium albiflorum,10,5,4
2010,S4,Fire,9,8,2,East,Yarrow,Achillea millefolium,217,20,4
2010,S4,Fire,9,8,2,South,arnica,Arnica sp.,1,1,4
2010,S4,Fire,9,8,2,South,Fireweed,Chamaenerion angustifolium,33,16,4
2010,S4,Fire,9,8,2,South,Yarrow,Achillea millefolium,381,20,4
2010,S4,Fire,9,8,2,South,Subalpine daisy,Erigeron peregrinus,33,33,4
2010,S4,Fire,9,8,2,South,Sitka burnet,Sanguisorba sitchensis,69,30,4
2010,S4,Fire,9,8,2,South,Pale agoseris,Agoseris glauca ,3,3,4
2010,S4,Fire,9,8,2,South,white hawkweed,Hieracium albiflorum,20,5,4
2009,S4,Fire,9,8,2,North,white hawkweed,Hieracium albiflorum,213,90,0
2009,S4,Fire,9,8,2,North,Slender hawkweed,Hieracium gracile,2,1,0
2009,S4,Fire,9,8,2,North,arctic lupin,Lupinus arcticus ,19,5,0
2009,S4,Fire,9,8,2,North,Pearly Everlasting,Anaphilis margaritacea,7,4,0
2009,S4,Fire,9,8,2,South,white hawkweed,Hieracium albiflorum,65,27,0
2009,S4,Fire,9,8,2,South,Yarrow,Achillea millefolium,215,8,0
2009,S4,Fire,9,8,2,South,arctic lupin,Lupinus arcticus ,52,5,0
2009,S4,Fire,9,8,2,East,white hawkweed,Hieracium albiflorum,20,12,0
2009,S4,Fire,9,8,2,East,arctic lupin,Lupinus arcticus ,66,6,0
2009,S4,Fire,9,8,2,West,white hawkweed,Hieracium albiflorum,41,19,0
2009,S4,Fire,9,8,2,West,arctic lupin,Lupinus arcticus ,66,8,0
2009,S4,Fire,9,8,2,West,Fireweed,Chamaenerion angustifolium,8,3,0
2009,S4,Fire,9,8,2,West,Pearly Everlasting,Anaphilis margaritacea,23,8,0
2009,S4,Fire,9,8,2,West,Subalpine daisy,Erigeron peregrinus,28,19,0
2010,F4,Forest,10,8,2,West,Twinflower,Linnea borealis,14,4,0
2010,F4,Forest,10,8,2,South,Yarrow,Achillea millefolium,67,3,0
2010,F4,Forest,10,8,2,North,Twinflower,Linnea borealis,2,2,0
2010,F4,Forest,10,8,2,East,Bunchberry,Cornus canadensis,5,5,0
2010,F4,Forest,10,8,2,East,Twinflower,Linnea borealis,37,30,0
2018,F1,Forest,10,8,2,South,Arnica,Arnica sp.,2,2,0
2018,F1,Forest,10,8,2,East,NA,NA,0,0,0
2018,F1,Forest,10,8,2,North,NA,NA,0,0,0
2018,F1,Forest,10,8,2,West,Twinflower,Linnea borealis,375,42,0
2018,S1,Fire,10,8,2,East,NA,NA,0,0,1
2018,S1,Fire,10,8,2,North,NA,NA,0,0,1
2018,S1,Fire,10,8,2,South,NA,NA,0,0,1
2018,S1,Fire,10,8,2,West,NA,NA,0,0,1
2010,F3,Forest,11,8,2,West,Arnica,Arnica sp.,24,18,0
2010,F3,Forest,11,8,2,West,Pink pyrola,Pyrola asarifolia,4,2,0
2010,F3,Forest,11,8,2,West,Sitka valerian,Valeriana sitchensis,2,1,0
2010,F3,Forest,11,8,2,West,White rein orchid,Platanthera dilatata,10,1,0
2010,F3,Forest,11,8,2,West,Subalpine daisy,Erigeron peregrinus,5,5,0
2010,F3,Forest,11,8,2,West,Grass of Parnassus,Parnassia fimbrata,47,47,0
2010,F3,Forest,11,8,2,South,Twinflower,Linnea borealis,5,4,0
2010,F3,Forest,11,8,2,South,Arnica,Arnica sp.,15,12,0
2010,F3,Forest,11,8,2,South,Bunchberry,Cornus canadensis,24,24,0
2010,F3,Forest,11,8,2,East,Bunchberry,Cornus canadensis,2,2,0
2010,F3,Forest,11,8,2,East,Twinflower,Linnea borealis,2,1,0
2010,F3,Forest,11,8,2,East,Subalpine daisy,Erigeron peregrinus,1,1,0
2010,F3,Forest,11,8,2,East,Arnica,Arnica sp.,27,18,0
2010,F3,Forest,11,8,2,North,Twinflower,Linnea borealis,27,19,0
2010,F3,Forest,11,8,2,North,Sitka valerian,Valeriana sitchensis,15,2,0
2010,F3,Forest,11,8,2,North,Arnica,Arnica sp.,1,1,0
2010,F3,Forest,11,8,2,North,Bunchberry,Cornus canadensis,17,17,0
